rep_id,date,client_name,visit_duration,value_usd,status,city,is_absent,notes
101,13-03-2023,Initech,60,1584.76,completed,Krakow,yes,Possible upsell
104,,Soylent,80,595.27,Completed,krakow,No,Follow-up scheduled
102,19.02.2023,Stark Ltd,40,776.72,completed,warsaw,no,Postponed due to weather
104,,-,42,1837.83,canceled,Poznan,YES,Meeting went well
106,28.02.2023,Wayne Ent.,89,1362.26,pending,wroclaw,yes,-
104,05-04-2023,Initech,30,783.54,pending,warsaw,YES,Meeting went well
102,2023/02/19,Stark Ltd,72,2041.52,Completed,Krakow,YES,No contact made
103,23-04-2023,Umbrella Corp,21,2886.56,Completed,warsaw,yes,Postponed due to weather
103,20.01.2023,Soylent,missing,2773.43,canceled,Gdansk,No,Unresponsive
102,02-02-2023,Umbrella Corp,missing,387.51,canceled,Poznan,yes,No decision yet
101,,Umbrella Corp,68,2953.03,Completed,wroclaw,no,Did not attend
103,27-06-2023,Globex Inc,42,1685.63,Completed,Wroclaw,no,Meeting went well
104,,Globex Inc,missing,2339.23,pending,poznan,YES,No decision yet
106,07.02.2023,Soylent,missing,2482.18,completed,krakow,no,Unresponsive
105,24.05.2023,-,67,552.02,missed,warsaw,No,missing
103,19-04-2023,Initech,71,348.56,pending,Wroclaw,no,Unresponsive
101,,Umbrella Corp,77,368.82,canceled,Gdansk,yes,Postponed due to weather
102,08-01-2023,Stark Ltd,73,2203.67,pending,Warsaw,No,Meeting went well
101,,Stark Ltd,missing,452.9,missed,wroclaw,No,No contact made
106,2023/02/11,Wayne Ent.,57,,Completed,Poznan,No,No decision yet
102,2023/03/21,Stark Ltd,missing,2005.15,completed,krakow,No,Postponed due to weather
104,,Acme Corp,missing,2372.9,completed,poznan,YES,Postponed due to weather
105,06-02-2023,Stark Ltd,83,,missed,poznan,yes,missing
101,2023/04/23,Globex Inc,65,1006.08,Completed,gdansk,yes,Possible upsell
103,,Stark Ltd,28,2347.69,completed,wroclaw,yes,Possible upsell
105,13.03.2023,Umbrella Corp,missing,,pending,Warsaw,no,Did not attend
105,23.04.2023,Stark Ltd,24,1539.04,pending,Wroclaw,YES,No contact made
105,2023/02/06,Acme Corp,51,1126.21,missed,warsaw,YES,No contact made
102,05-02-2023,Stark Ltd,20,2532.17,canceled,Warsaw,yes,Postponed due to weather
101,05.04.2023,Initech,missing,480.33,completed,krakow,YES,Did not attend
101,2023/06/03,Globex Inc,85,2253.9,pending,Poznan,no,Very interested client
105,2023/02/25,Soylent,63,2696.57,Completed,wroclaw,no,Very interested client
103,,Globex Inc,49,2426.99,Completed,Poznan,yes,Very interested client
102,,Globex Inc,36,1398.36,pending,wroclaw,yes,Postponed due to weather
105,28-06-2023,Soylent,20,353.52,completed,krakow,No,missing
101,05.05.2023,Initech,87,1558.21,canceled,Poznan,yes,-
105,13-02-2023,Stark Ltd,77,1967.23,missed,Wroclaw,yes,Follow-up scheduled
103,09.05.2023,Wayne Ent.,missing,1391.55,pending,warsaw,no,Did not attend
104,2023/04/22,Acme Corp,66,1010.04,missed,Gdansk,yes,-
102,12.05.2023,Globex Inc,40,1289.3,Completed,Poznan,No,Meeting went well
104,13-02-2023,Wayne Ent.,missing,262.62,missed,Warsaw,no,Follow-up scheduled
103,26-04-2023,Wayne Ent.,missing,,Completed,Krakow,no,Very interested client
104,2023/05/15,Initech,61,2549.03,pending,poznan,no,Meeting went well
103,,Acme Corp,71,,missed,Warsaw,No,Possible upsell
101,22.02.2023,-,74,523.78,pending,Wroclaw,no,Did not attend
102,31-03-2023,Umbrella Corp,77,1275.42,pending,poznan,YES,-
104,,missing,40,1926.74,pending,warsaw,No,No contact made
102,2023/01/25,-,65,2145.79,canceled,Krakow,YES,Very interested client
106,13.05.2023,missing,59,1005.29,Completed,Warsaw,no,Postponed due to weather
103,2023/03/05,Acme Corp,80,210.76,canceled,Gdansk,no,No decision yet
101,,Stark Ltd,31,,completed,Warsaw,no,Follow-up scheduled
106,,Stark Ltd,73,,Completed,Wroclaw,no,Very interested client
105,,Wayne Ent.,51,2191.03,pending,Wroclaw,no,No contact made
102,,Stark Ltd,43,2437.56,completed,Gdansk,YES,Possible upsell
101,19.06.2023,Stark Ltd,missing,,completed,Gdansk,yes,Follow-up scheduled
103,07-04-2023,Stark Ltd,missing,1865.33,missed,gdansk,YES,Possible upsell
106,13-05-2023,Initech,59,2807.81,missed,gdansk,No,Did not attend
105,02-02-2023,Soylent,missing,2575.9,missed,Poznan,no,Did not attend
102,,missing,62,,missed,poznan,no,Unresponsive
103,15.01.2023,Soylent,21,1956.28,pending,wroclaw,no,No contact made
104,26.02.2023,Globex Inc,72,2072.33,missed,Poznan,No,Meeting went well
101,17-06-2023,missing,36,2806.18,canceled,warsaw,No,Unresponsive
102,30.03.2023,Globex Inc,40,2409.22,missed,warsaw,No,Meeting went well
103,2023/01/08,Soylent,65,980.91,canceled,warsaw,no,No decision yet
104,,Stark Ltd,31,1602.85,Completed,Wroclaw,yes,No contact made
101,,-,73,2554.97,completed,wroclaw,No,Possible upsell
105,19.02.2023,Globex Inc,50,2285.94,pending,warsaw,No,Meeting went well
104,,Umbrella Corp,78,473.86,pending,Warsaw,no,Follow-up scheduled
101,2023/04/15,Wayne Ent.,missing,848.95,missed,krakow,YES,-
104,25.06.2023,Soylent,37,1875.71,pending,krakow,yes,No decision yet
105,19.01.2023,missing,missing,1599.47,canceled,gdansk,YES,Did not attend
103,27.05.2023,Globex Inc,68,1445.99,Completed,krakow,yes,Did not attend
101,2023/01/29,missing,missing,1480.88,pending,Wroclaw,No,missing
101,2023/05/21,Soylent,37,612.22,pending,Warsaw,no,No contact made
103,,Soylent,21,557.29,Completed,Warsaw,YES,Postponed due to weather
106,,Globex Inc,55,2069.0,canceled,gdansk,yes,Unresponsive
106,08-03-2023,Soylent,53,2158.15,canceled,Warsaw,yes,Follow-up scheduled
101,29-01-2023,-,65,1718.58,Completed,warsaw,YES,No decision yet
102,,Soylent,25,2050.71,pending,Warsaw,YES,-
104,07-06-2023,Soylent,55,272.32,pending,Warsaw,No,missing
105,,Soylent,missing,2098.7,completed,gdansk,yes,Meeting went well
106,,Initech,50,272.01,pending,warsaw,YES,Possible upsell
105,17-01-2023,missing,54,2806.01,canceled,Krakow,no,No decision yet
102,2023/01/28,missing,missing,407.62,missed,warsaw,no,No contact made
103,30.05.2023,Initech,missing,,Completed,krakow,no,Did not attend
103,12.01.2023,missing,62,1284.17,canceled,Krakow,yes,Did not attend
103,19.04.2023,Soylent,72,580.98,pending,krakow,yes,Meeting went well
102,15.02.2023,Soylent,87,1424.09,completed,krakow,No,Follow-up scheduled
105,02-05-2023,missing,21,,pending,Poznan,yes,No decision yet
105,2023/06/21,Wayne Ent.,missing,2784.46,canceled,Poznan,yes,Unresponsive
103,10.01.2023,-,51,1154.56,pending,poznan,No,Did not attend
105,,Umbrella Corp,32,,missed,gdansk,no,Possible upsell
103,,Soylent,38,792.77,canceled,poznan,YES,Very interested client
102,27.03.2023,Globex Inc,53,1667.78,Completed,wroclaw,YES,Possible upsell
102,,missing,50,2190.64,canceled,Poznan,YES,Possible upsell
101,2023/02/15,Soylent,missing,1546.16,canceled,Krakow,yes,Very interested client
101,16.06.2023,Initech,65,1985.24,missed,krakow,No,Did not attend
101,,Stark Ltd,missing,1676.3,pending,Krakow,YES,Did not attend
104,26-04-2023,Umbrella Corp,84,1856.56,completed,Poznan,yes,Postponed due to weather
106,06-05-2023,Acme Corp,75,1051.07,completed,poznan,YES,No contact made
102,,Stark Ltd,90,2952.82,Completed,Gdansk,No,Very interested client
103,,Soylent,missing,1649.03,missed,Poznan,no,Possible upsell
102,2023/04/25,Acme Corp,25,1016.21,pending,wroclaw,No,Postponed due to weather
106,2023/03/28,-,20,2744.06,missed,Wroclaw,YES,No decision yet
102,14.05.2023,Globex Inc,90,1645.19,canceled,warsaw,YES,No decision yet
106,2023/05/25,-,40,1203.03,canceled,Wroclaw,yes,missing
102,2023/01/11,Globex Inc,53,1612.18,completed,gdansk,no,Did not attend
101,11-04-2023,Globex Inc,58,257.0,pending,gdansk,YES,Follow-up scheduled
106,02.03.2023,-,27,,canceled,Warsaw,yes,Meeting went well
101,2023/05/07,Stark Ltd,22,305.98,completed,poznan,YES,No contact made
102,09-02-2023,Stark Ltd,44,2319.39,pending,Krakow,yes,Did not attend
106,19.06.2023,Stark Ltd,52,1470.82,Completed,Warsaw,yes,No contact made
101,,Stark Ltd,missing,1649.55,Completed,krakow,YES,Follow-up scheduled
104,04-01-2023,Umbrella Corp,78,1665.2,missed,wroclaw,yes,Follow-up scheduled
103,10.01.2023,Stark Ltd,missing,,canceled,gdansk,No,Possible upsell
105,,Stark Ltd,82,1212.89,completed,Krakow,YES,Possible upsell
102,,Soylent,47,1465.64,missed,gdansk,yes,-
102,2023/04/06,Soylent,missing,1468.71,completed,Poznan,No,missing
105,01.01.2023,-,60,220.64,Completed,Krakow,No,-
102,,Initech,missing,2904.19,completed,Krakow,No,Postponed due to weather
102,27.05.2023,Acme Corp,38,1976.18,completed,poznan,No,Possible upsell
103,2023/01/16,missing,21,1618.21,canceled,Poznan,No,No decision yet
104,06-02-2023,Wayne Ent.,missing,1409.11,pending,Poznan,YES,Postponed due to weather
101,23-01-2023,-,79,1798.97,completed,krakow,No,Postponed due to weather
103,10-06-2023,Umbrella Corp,46,2198.41,completed,gdansk,No,Follow-up scheduled
102,,Globex Inc,58,,pending,warsaw,No,No decision yet
105,31.05.2023,-,51,,missed,poznan,YES,No contact made
102,,Stark Ltd,68,439.44,pending,Wroclaw,no,Unresponsive
102,21.04.2023,Globex Inc,51,2952.5,canceled,Krakow,YES,No contact made
101,,Soylent,missing,2606.99,Completed,warsaw,YES,No contact made
101,,Wayne Ent.,missing,,Completed,Krakow,yes,Meeting went well
104,2023/03/14,Stark Ltd,missing,1231.69,Completed,Wroclaw,no,Follow-up scheduled
105,,Soylent,75,1318.03,Completed,krakow,yes,Unresponsive
106,,Wayne Ent.,missing,,canceled,poznan,YES,missing
104,21-06-2023,Soylent,43,1308.65,Completed,Wroclaw,yes,missing
101,29-01-2023,Globex Inc,31,2800.16,pending,gdansk,no,No contact made
101,,missing,41,720.74,canceled,Wroclaw,YES,Meeting went well
105,15-04-2023,Stark Ltd,81,362.03,canceled,warsaw,yes,No contact made
106,01.02.2023,Umbrella Corp,missing,1434.19,completed,warsaw,YES,Follow-up scheduled
104,01.04.2023,Stark Ltd,67,1326.66,missed,gdansk,yes,Did not attend
102,11.01.2023,missing,missing,2586.55,Completed,poznan,yes,Follow-up scheduled
101,,Initech,40,1440.92,Completed,Warsaw,YES,No decision yet
104,,Stark Ltd,52,1047.17,Completed,warsaw,YES,Unresponsive
106,09.06.2023,Soylent,33,1871.83,Completed,warsaw,No,-
105,2023/06/15,Initech,35,,pending,Warsaw,No,No contact made
105,,Stark Ltd,missing,1202.83,pending,Warsaw,no,Meeting went well
101,2023/04/16,-,67,1919.58,completed,Warsaw,YES,No contact made
101,19.03.2023,Soylent,missing,848.01,pending,poznan,yes,Meeting went well
105,2023/01/18,Stark Ltd,60,686.76,missed,Krakow,YES,Unresponsive
105,2023/03/08,Acme Corp,29,1955.6,missed,warsaw,YES,Unresponsive
102,2023/06/29,Umbrella Corp,61,2466.81,canceled,Wroclaw,No,No contact made
105,,Stark Ltd,47,336.88,pending,poznan,no,-
104,2023/04/09,Initech,37,2329.96,Completed,poznan,yes,Very interested client
103,24.05.2023,Initech,86,,pending,wroclaw,YES,Possible upsell
102,2023/01/20,missing,27,599.57,pending,gdansk,no,No decision yet
105,28-05-2023,Umbrella Corp,21,1034.25,missed,Krakow,yes,Meeting went well
104,,Globex Inc,72,2906.61,completed,poznan,yes,Postponed due to weather
103,25.06.2023,Soylent,missing,407.46,missed,Warsaw,No,Meeting went well
104,01.04.2023,Globex Inc,68,2036.44,completed,krakow,No,-
103,,missing,82,1537.47,canceled,wroclaw,No,missing
101,2023/01/09,Wayne Ent.,51,1106.12,pending,Poznan,yes,Possible upsell
103,2023/01/02,Acme Corp,53,1364.38,missed,Poznan,YES,No contact made
104,02.06.2023,Acme Corp,missing,1826.32,Completed,gdansk,yes,No decision yet
102,30.06.2023,-,28,,Completed,Krakow,yes,No decision yet
102,02-04-2023,Wayne Ent.,77,2539.23,canceled,wroclaw,YES,Meeting went well
103,28-01-2023,Umbrella Corp,45,2948.1,completed,Wroclaw,YES,Possible upsell
102,08.03.2023,Globex Inc,missing,1270.66,Completed,Poznan,no,No decision yet
102,23-06-2023,Acme Corp,80,2295.75,missed,Warsaw,No,No contact made
102,27-02-2023,Initech,31,1432.13,Completed,Krakow,yes,Possible upsell
104,2023/05/09,Acme Corp,missing,1400.94,canceled,warsaw,no,No decision yet
106,2023/06/18,Stark Ltd,34,1513.44,Completed,Wroclaw,no,Very interested client
101,2023/03/30,Initech,68,997.27,completed,warsaw,YES,Postponed due to weather
103,25-02-2023,Acme Corp,87,,missed,krakow,No,missing
106,2023/03/23,Umbrella Corp,79,1006.96,missed,poznan,yes,Possible upsell
104,2023/02/21,Globex Inc,missing,1156.27,missed,krakow,No,-
104,,Wayne Ent.,38,1719.68,pending,Poznan,no,Unresponsive
104,2023/06/29,Stark Ltd,52,685.0,pending,krakow,yes,Follow-up scheduled
102,14.06.2023,-,55,1956.36,completed,Wroclaw,YES,Possible upsell
101,,Umbrella Corp,55,2983.98,missed,poznan,No,-
104,2023/02/22,Soylent,51,2916.32,missed,Gdansk,No,Did not attend
102,07-05-2023,Wayne Ent.,51,,pending,Krakow,No,No contact made
106,03-03-2023,Initech,38,1389.17,Completed,Warsaw,yes,Unresponsive
102,05.04.2023,Soylent,47,2465.2,completed,Wroclaw,No,missing
106,,Wayne Ent.,missing,1115.37,pending,Gdansk,yes,Possible upsell
103,2023/01/15,Acme Corp,72,2849.29,pending,gdansk,No,No decision yet
102,2023/04/03,Globex Inc,32,569.66,missed,Krakow,no,Unresponsive
105,,Wayne Ent.,35,2043.78,missed,poznan,yes,Possible upsell
105,26-02-2023,Acme Corp,80,,missed,Wroclaw,YES,Postponed due to weather
105,15.02.2023,Wayne Ent.,68,2954.9,Completed,wroclaw,YES,Very interested client
106,,Soylent,35,2510.66,canceled,gdansk,YES,Possible upsell
102,09-06-2023,Globex Inc,38,1372.33,Completed,Warsaw,no,-
105,22-06-2023,Initech,25,2180.35,completed,poznan,YES,Possible upsell
103,,missing,76,397.91,missed,Poznan,No,Unresponsive
105,,missing,49,2042.66,missed,gdansk,YES,Possible upsell
105,,Initech,83,693.73,pending,Krakow,no,Unresponsive
106,2023/02/11,Globex Inc,41,2001.08,missed,krakow,yes,Possible upsell
104,2023/06/10,Globex Inc,24,1752.53,canceled,Poznan,No,Meeting went well
106,2023/05/26,Umbrella Corp,50,1012.8,missed,warsaw,YES,No decision yet
104,13-01-2023,Umbrella Corp,23,1823.78,pending,wroclaw,YES,Meeting went well
104,,-,40,810.81,pending,warsaw,No,Postponed due to weather
102,,Umbrella Corp,67,415.97,canceled,Gdansk,YES,No decision yet
102,24-03-2023,Initech,52,1631.26,missed,warsaw,No,Follow-up scheduled
105,,missing,36,916.73,Completed,poznan,YES,Very interested client
106,,Stark Ltd,89,2502.56,pending,Krakow,YES,Follow-up scheduled
102,04.03.2023,Stark Ltd,46,,canceled,warsaw,No,missing
103,2023/01/14,Globex Inc,27,411.78,missed,poznan,No,No contact made
103,28.03.2023,Umbrella Corp,60,1671.81,completed,poznan,no,Follow-up scheduled
106,2023/04/04,Wayne Ent.,25,1946.76,Completed,Wroclaw,YES,Postponed due to weather
103,,Soylent,28,2872.48,Completed,Gdansk,No,Meeting went well
102,17-03-2023,Soylent,missing,1804.47,canceled,warsaw,No,Postponed due to weather
102,03.05.2023,-,65,2444.18,canceled,Wroclaw,YES,-
101,10.05.2023,Umbrella Corp,missing,466.5,missed,Warsaw,yes,No contact made
102,09.05.2023,Acme Corp,79,2663.84,Completed,Krakow,No,-
103,06.04.2023,Stark Ltd,34,531.04,completed,gdansk,YES,missing
101,,Stark Ltd,81,1318.9,completed,gdansk,No,-
103,19.01.2023,Soylent,54,1362.53,canceled,Krakow,No,Very interested client
104,,Wayne Ent.,74,1091.47,Completed,Krakow,no,Meeting went well
103,2023/06/23,-,79,2450.21,canceled,Warsaw,No,Follow-up scheduled
102,2023/05/21,Wayne Ent.,21,932.57,canceled,Wroclaw,No,missing
102,,Stark Ltd,80,,Completed,wroclaw,YES,Postponed due to weather
101,18.02.2023,Wayne Ent.,missing,350.89,missed,gdansk,no,Follow-up scheduled
106,,Acme Corp,66,1492.58,canceled,Wroclaw,No,Postponed due to weather
101,07.01.2023,Umbrella Corp,34,2147.82,completed,Krakow,no,Very interested client
104,,missing,60,749.71,completed,gdansk,yes,Meeting went well
102,23-03-2023,Globex Inc,80,452.64,canceled,Wroclaw,No,No decision yet
104,2023/05/19,Stark Ltd,83,2799.56,canceled,gdansk,YES,Very interested client
105,07-03-2023,Globex Inc,57,2199.11,missed,Krakow,yes,No decision yet
105,,Umbrella Corp,missing,1111.43,Completed,wroclaw,YES,Very interested client
102,03.01.2023,-,31,2918.18,canceled,warsaw,no,Postponed due to weather
106,02.06.2023,Globex Inc,75,,missed,Poznan,No,No decision yet
103,27-03-2023,missing,66,,pending,Krakow,no,No contact made
103,2023/02/13,Initech,56,1786.49,Completed,Krakow,yes,No decision yet
104,2023/06/12,Globex Inc,21,796.0,completed,Warsaw,yes,Unresponsive
101,,Wayne Ent.,84,870.11,Completed,krakow,yes,Unresponsive
105,2023/06/16,-,missing,1495.24,canceled,Warsaw,YES,Follow-up scheduled
101,24.04.2023,Soylent,21,,Completed,Wroclaw,YES,Possible upsell
102,29.04.2023,Soylent,75,1944.74,missed,Warsaw,yes,Follow-up scheduled
102,,Globex Inc,20,201.16,pending,warsaw,no,-
106,2023/02/09,-,24,2241.12,canceled,Poznan,No,-
105,11.02.2023,Umbrella Corp,51,2240.78,completed,krakow,no,No decision yet
106,26.03.2023,Stark Ltd,61,2065.48,canceled,Krakow,no,Follow-up scheduled
103,03.04.2023,-,55,2302.19,pending,Krakow,yes,Unresponsive
105,2023/03/26,Stark Ltd,44,2534.3,canceled,Warsaw,yes,Follow-up scheduled
103,,Stark Ltd,30,,completed,krakow,yes,Very interested client
104,2023/03/19,missing,36,1958.32,missed,Poznan,no,No decision yet
103,16-04-2023,missing,67,1304.78,completed,krakow,No,Possible upsell
105,,Soylent,84,2565.72,pending,Poznan,YES,Possible upsell
101,23-01-2023,Umbrella Corp,missing,2802.27,pending,Warsaw,No,No decision yet
106,01.04.2023,missing,49,2859.09,canceled,Warsaw,No,missing
104,2023/02/25,Globex Inc,36,235.64,pending,Gdansk,No,-
106,14.03.2023,Acme Corp,66,2331.05,completed,Gdansk,no,Unresponsive
103,2023/06/18,Globex Inc,22,1455.43,canceled,Poznan,YES,Meeting went well
103,2023/06/28,Stark Ltd,50,2297.12,completed,gdansk,no,No contact made
105,,-,81,766.19,completed,Krakow,YES,missing
104,2023/06/07,Soylent,73,994.33,pending,Wroclaw,YES,Possible upsell
103,,Wayne Ent.,34,2997.61,canceled,Krakow,no,Unresponsive
106,08-05-2023,Soylent,72,889.74,pending,Wroclaw,yes,Unresponsive
104,,Globex Inc,24,2720.44,Completed,Poznan,No,Unresponsive
106,2023/05/10,Stark Ltd,66,1387.0,canceled,Krakow,No,Possible upsell
101,06.05.2023,Wayne Ent.,missing,2102.61,completed,krakow,YES,Did not attend
103,2023/03/18,Soylent,22,359.51,Completed,poznan,no,Very interested client
103,,missing,77,2493.79,canceled,wroclaw,No,-
106,12-05-2023,Stark Ltd,missing,1806.3,Completed,Warsaw,no,Possible upsell
101,24-03-2023,Wayne Ent.,26,2983.99,pending,Gdansk,yes,Very interested client
105,19.03.2023,Initech,missing,2259.61,completed,Gdansk,no,-
101,,Wayne Ent.,missing,1412.65,pending,Poznan,YES,Postponed due to weather
105,01-02-2023,-,missing,1308.46,completed,Poznan,no,No contact made
101,03.06.2023,Acme Corp,61,216.48,missed,Gdansk,no,Postponed due to weather
105,24-03-2023,Soylent,32,1162.47,pending,wroclaw,YES,No decision yet
102,,Soylent,83,1993.54,missed,poznan,No,Unresponsive
105,23.05.2023,Stark Ltd,44,2207.48,completed,gdansk,No,missing
103,30-01-2023,-,54,1435.94,pending,Krakow,YES,No decision yet
101,,Umbrella Corp,missing,476.03,completed,Poznan,YES,Very interested client
106,28.04.2023,Wayne Ent.,30,1637.75,pending,krakow,YES,missing
104,2023/03/01,Globex Inc,71,885.82,pending,Poznan,no,Postponed due to weather
101,,Globex Inc,21,2924.66,missed,krakow,yes,Follow-up scheduled
104,11.01.2023,Wayne Ent.,56,1074.49,missed,krakow,No,-
104,2023/01/13,Stark Ltd,missing,1144.37,pending,Krakow,yes,No decision yet
102,12.04.2023,Soylent,23,687.51,pending,gdansk,no,-
106,,Globex Inc,47,342.09,completed,poznan,no,-
106,2023/01/27,Globex Inc,78,441.53,pending,poznan,no,Did not attend
103,26.04.2023,Wayne Ent.,88,651.88,Completed,warsaw,YES,Postponed due to weather
102,10-01-2023,Globex Inc,missing,2769.64,missed,warsaw,YES,Unresponsive
104,2023/02/08,Globex Inc,50,901.9,completed,gdansk,No,Meeting went well
106,31.05.2023,Acme Corp,80,852.59,completed,Warsaw,yes,Did not attend
104,2023/05/12,missing,22,2329.13,Completed,gdansk,no,Possible upsell
105,21.04.2023,Initech,49,2743.66,pending,poznan,YES,missing
103,14.06.2023,Umbrella Corp,missing,747.73,missed,Warsaw,YES,missing
102,,Umbrella Corp,58,900.09,completed,warsaw,YES,Unresponsive
102,,Stark Ltd,32,929.17,missed,Wroclaw,No,missing
105,2023/05/31,Globex Inc,20,1716.62,Completed,Poznan,YES,Very interested client
101,03.03.2023,Globex Inc,23,1181.02,Completed,Wroclaw,yes,Very interested client
103,17-02-2023,Globex Inc,missing,2534.68,canceled,Gdansk,YES,-
102,08-02-2023,Wayne Ent.,83,1090.97,Completed,Gdansk,YES,Follow-up scheduled
104,21-05-2023,Umbrella Corp,missing,2471.74,completed,Wroclaw,YES,Unresponsive
106,14-04-2023,Acme Corp,75,578.26,completed,gdansk,No,Unresponsive
105,21-03-2023,Umbrella Corp,missing,1312.2,completed,Warsaw,YES,Follow-up scheduled
102,28.03.2023,Acme Corp,44,518.51,Completed,Gdansk,No,missing
103,,Umbrella Corp,78,348.2,completed,Poznan,yes,Very interested client
106,2023/06/04,Soylent,83,,pending,Warsaw,YES,Possible upsell
102,2023/02/04,Globex Inc,86,1752.12,canceled,warsaw,no,Possible upsell
103,27.01.2023,Initech,31,1921.98,completed,Warsaw,No,Meeting went well
102,23.04.2023,Acme Corp,85,2497.87,canceled,wroclaw,No,Unresponsive
105,01-06-2023,Umbrella Corp,52,738.22,pending,krakow,YES,Meeting went well
102,04.06.2023,Acme Corp,38,497.28,completed,Krakow,no,No contact made
103,2023/02/09,missing,60,2767.55,Completed,wroclaw,yes,missing
102,,Soylent,47,1346.31,completed,wroclaw,no,No contact made
101,,Soylent,65,267.93,canceled,poznan,no,Follow-up scheduled
104,23-03-2023,Umbrella Corp,56,1916.52,completed,poznan,no,Possible upsell
102,02-05-2023,Soylent,70,2890.59,Completed,wroclaw,No,Unresponsive
102,2023/02/06,missing,32,503.21,completed,Poznan,yes,Unresponsive
103,28.05.2023,Umbrella Corp,missing,2710.01,Completed,Warsaw,YES,No contact made
104,,missing,65,2367.99,completed,Poznan,YES,Unresponsive
105,2023/03/30,missing,90,1370.13,completed,krakow,yes,No decision yet
103,06.02.2023,Umbrella Corp,72,1597.01,missed,Krakow,No,Very interested client
105,23-04-2023,Soylent,34,2646.35,pending,Warsaw,yes,No contact made
106,28-04-2023,Stark Ltd,missing,2099.1,missed,warsaw,YES,Meeting went well
103,,-,59,527.61,completed,Wroclaw,yes,-
104,14.02.2023,Globex Inc,57,2620.48,missed,poznan,No,Follow-up scheduled
104,2023/01/17,Stark Ltd,missing,1381.44,canceled,Wroclaw,No,No decision yet
102,2023/01/25,-,25,2297.59,canceled,gdansk,No,Did not attend
101,06-06-2023,-,89,2315.31,pending,gdansk,yes,Follow-up scheduled
102,,Acme Corp,missing,457.6,canceled,Warsaw,YES,Postponed due to weather
106,09.04.2023,Wayne Ent.,22,1874.2,canceled,warsaw,No,Postponed due to weather
105,10.01.2023,Umbrella Corp,35,2780.63,canceled,krakow,No,-
104,2023/05/26,missing,41,1110.0,Completed,Warsaw,YES,Did not attend
104,,-,24,1916.48,missed,Krakow,no,Unresponsive
101,,Stark Ltd,missing,2830.18,missed,Poznan,No,Follow-up scheduled
105,,Initech,50,1264.08,Completed,krakow,YES,Follow-up scheduled
105,2023/06/27,Stark Ltd,missing,2769.73,canceled,wroclaw,yes,Unresponsive
104,01.05.2023,Acme Corp,62,1600.34,canceled,Krakow,yes,-
106,,Globex Inc,missing,1140.82,Completed,poznan,yes,Very interested client
106,30.05.2023,Initech,68,,missed,krakow,YES,Possible upsell
106,10.02.2023,Stark Ltd,59,2010.15,canceled,Poznan,YES,Follow-up scheduled
104,2023/01/06,Globex Inc,55,2593.07,canceled,Gdansk,no,Meeting went well
105,06.04.2023,Initech,32,2984.66,completed,poznan,YES,Unresponsive
102,26-05-2023,Stark Ltd,missing,1793.35,missed,Krakow,YES,missing
102,16.04.2023,missing,69,2123.0,missed,Gdansk,no,No contact made
103,,Globex Inc,missing,1809.56,missed,warsaw,yes,Meeting went well
104,2023/02/06,Soylent,38,1513.61,pending,Krakow,yes,Meeting went well
101,2023/02/28,Initech,36,518.19,canceled,Poznan,YES,missing
105,05.03.2023,Soylent,67,1632.33,pending,gdansk,YES,Did not attend
102,21.04.2023,Wayne Ent.,missing,,canceled,krakow,YES,Postponed due to weather
104,09.04.2023,Soylent,88,2296.78,completed,wroclaw,no,Possible upsell
105,05.02.2023,Wayne Ent.,missing,1503.98,canceled,krakow,yes,Postponed due to weather
103,10-04-2023,-,26,469.42,canceled,krakow,yes,No decision yet
103,2023/05/12,Umbrella Corp,37,2093.83,pending,warsaw,yes,-
106,26-02-2023,Wayne Ent.,26,,canceled,wroclaw,no,Follow-up scheduled
104,2023/05/11,Stark Ltd,69,353.63,completed,wroclaw,No,Meeting went well
105,2023/05/15,missing,40,,missed,Wroclaw,No,No contact made
101,2023/06/30,Soylent,88,482.8,canceled,Gdansk,YES,Did not attend
104,,Initech,30,1871.02,canceled,wroclaw,No,Very interested client
105,06-02-2023,Stark Ltd,64,586.89,completed,gdansk,yes,Unresponsive
105,06.05.2023,Soylent,missing,2217.88,canceled,Poznan,yes,Postponed due to weather
105,13-03-2023,Stark Ltd,31,2293.31,Completed,Warsaw,yes,Postponed due to weather
102,,Soylent,55,2374.5,completed,gdansk,YES,Follow-up scheduled
103,08.03.2023,Stark Ltd,29,1568.71,canceled,Warsaw,yes,Postponed due to weather
104,09.04.2023,Wayne Ent.,61,926.79,Completed,Gdansk,No,-
102,23.05.2023,Acme Corp,40,830.54,pending,wroclaw,yes,No decision yet
102,01-05-2023,Umbrella Corp,28,444.43,completed,Wroclaw,no,Very interested client
103,,Wayne Ent.,36,1162.32,missed,warsaw,no,No decision yet
101,17.04.2023,Globex Inc,20,2391.82,Completed,Poznan,no,No contact made
103,02-01-2023,Globex Inc,61,2440.74,canceled,poznan,no,Very interested client
105,15-03-2023,Initech,missing,2824.18,completed,krakow,yes,Very interested client
105,,Wayne Ent.,56,689.06,pending,Wroclaw,no,Unresponsive
103,16-06-2023,Stark Ltd,38,,pending,wroclaw,no,No decision yet
103,2023/03/16,Acme Corp,46,558.42,canceled,Warsaw,YES,Did not attend
104,20-05-2023,Globex Inc,66,599.26,canceled,wroclaw,YES,Unresponsive
102,2023/05/11,Acme Corp,57,1854.32,Completed,krakow,No,Unresponsive
